Date,close,high,low,open,margin,Volume,sentiment,compound_score
10-3-2014,2300,2344,2275,2344,-44,85.980.000,Neutral,0.0
11-3-2014,2344,2350,2300,2313,31,122.784.000,Neutral,0.0
12-3-2014,2306,2338,2294,2306,0,78.838.000,Neutral,0.0
13-3-2014,2325,2325,2300,2300,25,71.212.800,Neutral,0.0
14-3-2014,2538,2563,2288,2300,238,379.488.800,Positive,2.023
17-3-2014,2494,2538,2431,2500,-6,226.867.600,Neutral,0.0
18-3-2014,2431,2500,2431,2475,-44,131.869.200,Negative,-3.818
19-3-2014,2444,2463,2425,2431,13,128.559.200,Neutral,0.0
20-3-2014,2338,2438,2331,2438,-100,237.560.400,Neutral,0.0
21-3-2014,2344,2375,2331,2356,-12,151.603.200,Neutral,0.0
24-3-2014,2375,2394,2350,2375,0,108.480.800,Negative,-2.023
25-3-2014,2381,2381,2356,2363,18,79.857.600,Negative,-2.023
26-3-2014,2394,2419,2375,2394,0,127.667.600,Negative,-5.267
27-3-2014,2350,2388,2350,2350,0,105.750.800,Neutral,0.0
28-3-2014,2363,2400,2350,2381,-18,376.191.600,Neutral,0.0
1-4-2014,2488,2488,2394,2394,94,268.127.600,Negative,-3.818
2-4-2014,2538,2550,2494,2500,38,178.996.000,Neutral,0.0
3-4-2014,2575,2575,2525,2550,25,157.111.200,Neutral,0.0
4-4-2014,2531,2588,2506,2581,-50,96.803.200,Neutral,0.0
7-4-2014,2563,2569,2513,2531,32,135.627.200,Neutral,0.0
8-4-2014,2563,2575,2538,2575,-12,95.152.000,Neutral,0.0
9-4-2014,2563,2563,2563,2563,0,0,Neutral,0.0
10-4-2014,2413,2438,2381,2388,25,450.579.200,Neutral,0.0
11-4-2014,2425,2450,2388,2400,25,184.430.400,Neutral,0.0
14-4-2014,2438,2444,2419,2419,19,142.453.200,Neutral,0.0
15-4-2014,2438,2456,2438,2450,-12,76.331.600,Neutral,0.0
16-4-2014,2494,2506,2450,2456,38,106.918.800,Neutral,0.0
17-4-2014,2463,2525,2444,2519,-56,147.078.800,Neutral,0.0
21-4-2014,2456,2469,2450,2469,-13,38.727.200,Neutral,0.0
22-4-2014,2463,2481,2431,2469,-6,115.042.000,Neutral,0.0
23-4-2014,2475,2488,2456,2463,12,80.303.200,Neutral,0.0
24-4-2014,2469,2475,2450,2456,13,69.398.000,Neutral,0.0
25-4-2014,2475,2500,2463,2469,6,71.704.000,Neutral,0.0
28-4-2014,2438,2500,2431,2500,-62,116.084.400,Neutral,0.0
29-4-2014,2450,2475,2431,2475,-25,46.608.800,Neutral,0.0
30-4-2014,2456,2463,2444,2450,6,93.242.400,Neutral,0.0
2-5-2014,2469,2494,2463,2475,-6,86.257.200,Positive,4.404
5-5-2014,2463,2488,2444,2469,-6,56.014.400,Neutral,0.0
6-5-2014,2469,2475,2456,2475,-6,21.791.600,Neutral,0.0
7-5-2014,2494,2500,2463,2463,31,82.346.400,Neutral,0.0
8-5-2014,2506,2513,2488,2506,0,43.227.200,Positive,2.023
9-5-2014,2519,2525,2488,2525,-6,48.956.000,Neutral,0.0
12-5-2014,2494,2525,2494,2525,-31,70.641.200,Neutral,0.0
13-5-2014,2519,2519,2500,2519,0,61.065.600,Neutral,0.0
14-5-2014,2581,2588,2519,2525,56,219.808.400,Neutral,0.0
16-5-2014,2650,2650,2569,2575,75,202.264.800,Neutral,0.0
19-5-2014,2656,2706,2606,2656,0,225.986.800,Neutral,0.0
20-5-2014,2525,2663,2500,2525,0,210.495.200,Neutral,0.0
21-5-2014,2538,2550,2506,2538,0,69.045.200,Neutral,0.0
22-5-2014,2594,2606,2550,2594,0,106.400.400,Negative,-802
23-5-2014,2594,2606,2575,2594,0,51.238.400,Negative,-802
26-5-2014,2581,2613,2556,2581,0,35.746.000,Neutral,0.0
28-5-2014,2594,2600,2569,2594,0,79.694.000,Negative,-2.023
30-5-2014,2544,2594,2513,2544,0,247.178.400,Neutral,0.0
2-6-2014,2550,2563,2531,2550,0,76.876.800,Neutral,0.0
3-6-2014,2550,2556,2519,2550,0,126.123.600,Negative,-2.023
4-6-2014,2538,2556,2525,2538,0,106.749.600,Negative,-2.023
5-6-2014,2550,2550,2506,2550,0,66.263.600,Positive,4.019
6-6-2014,2519,2544,2506,2519,0,107.951.200,Neutral,0.0
9-6-2014,2450,2544,2438,2450,0,134.515.200,Neutral,0.0
10-6-2014,2494,2494,2456,2494,0,148.333.200,Neutral,0.0
11-6-2014,2488,2494,2463,2488,0,98.108.000,Neutral,0.0
12-6-2014,2481,2494,2463,2481,0,104.930.800,Neutral,0.0
13-6-2014,2481,2488,2463,2481,0,82.041.200,Neutral,0.0
16-6-2014,2463,2481,2438,2463,0,61.751.200,Neutral,0.0
17-6-2014,2475,2481,2444,2475,0,60.293.600,Negative,-4.215
18-6-2014,2469,2481,2463,2469,0,87.876.000,Negative,-4.215
19-6-2014,2450,2481,2444,2450,0,105.030.000,Negative,-4.215
20-6-2014,2450,2469,2444,2450,0,67.474.800,Negative,-2.023
23-6-2014,2438,2469,2431,2438,0,92.584.000,Neutral,0.0
24-6-2014,2444,2456,2431,2444,0,62.032.400,Negative,-2.023
25-6-2014,2438,2456,2425,2438,0,103.590.400,Neutral,0.0
26-6-2014,2463,2475,2438,2463,0,149.123.600,Negative,-4.404
27-6-2014,2413,2463,2406,2413,0,133.020.400,Neutral,0.0
30-6-2014,2431,2431,2406,2431,0,80.812.800,Neutral,0.0
1-7-2014,2456,2463,2425,2456,0,67.317.200,Neutral,0.0
2-7-2014,2463,2469,2444,2463,0,107.994.400,Negative,-4.215
3-7-2014,2413,2469,2406,2413,0,177.824.000,Neutral,0.0
4-7-2014,2419,2438,2413,2419,0,70.222.800,Neutral,0.0
7-7-2014,2481,2481,2431,2481,0,255.845.600,Neutral,0.0
8-7-2014,2538,2556,2494,2538,0,408.720.400,Neutral,0.0
9-7-2014,2538,2538,2538,2538,0,0,Neutral,0.0
10-7-2014,2619,2750,2594,2619,0,801.523.200,Neutral,0.0
11-7-2014,2625,2625,2569,2625,0,186.758.800,Neutral,0.0
14-7-2014,2625,2631,2588,2625,0,118.788.000,Neutral,0.0
15-7-2014,2638,2644,2619,2638,0,137.040.000,Neutral,0.0
16-7-2014,2650,2675,2638,2650,0,109.010.800,Neutral,0.0
17-7-2014,2656,2669,2631,2656,0,107.004.800,Neutral,0.0
18-7-2014,2656,2675,2625,2656,0,95.748.000,Negative,-5.859
21-7-2014,2663,2688,2650,2663,0,127.907.200,Positive,4.019
22-7-2014,2619,2681,2600,2619,0,232.130.800,Neutral,0.0
23-7-2014,2625,2663,2613,2625,0,56.408.400,Neutral,0.0
24-7-2014,2613,2631,2594,2613,0,111.699.200,Neutral,0.0
25-7-2014,2563,2588,2538,2563,0,155.539.600,Positive,2.732
4-8-2014,2569,2569,2506,2569,0,154.489.200,Neutral,0.0
5-8-2014,2600,2600,2544,2600,0,73.754.000,Neutral,0.0
6-8-2014,2569,2588,2556,2569,0,88.148.800,Neutral,0.0
7-8-2014,2550,2563,2513,2550,0,94.302.400,Neutral,0.0
8-8-2014,2550,2556,2538,2550,0,59.980.800,Neutral,0.0
11-8-2014,2619,2625,2569,2619,0,67.873.600,Neutral,0.0
12-8-2014,2625,2638,2606,2625,0,129.655.600,Neutral,0.0
13-8-2014,2625,2625,2588,2625,0,52.008.000,Neutral,0.0
14-8-2014,2619,2631,2613,2619,0,73.004.400,Positive,2.023
15-8-2014,2613,2625,2606,2613,0,23.361.600,Neutral,0.0
18-8-2014,2619,2631,2606,2619,0,98.694.400,Neutral,0.0
19-8-2014,2631,2638,2619,2631,0,94.816.400,Neutral,0.0
20-8-2014,2638,2644,2631,2638,0,82.936.400,Neutral,0.0
21-8-2014,2638,2656,2625,2638,0,105.621.600,Negative,-6.369
22-8-2014,2631,2663,2619,2631,0,85.906.400,Negative,-2.023
25-8-2014,2644,2650,2613,2644,0,54.252.400,Neutral,0.0
26-8-2014,2619,2650,2613,2619,0,54.252.000,Neutral,0.0
27-8-2014,2638,2644,2625,2638,0,62.226.400,Neutral,0.0
28-8-2014,2631,2644,2613,2631,0,35.008.400,Neutral,0.0
29-8-2014,2594,2638,2594,2594,0,73.210.800,Neutral,0.0
1-9-2014,2625,2625,2594,2625,0,24.629.200,Neutral,0.0
2-9-2014,2625,2638,2625,2625,0,54.608.000,Neutral,0.0
3-9-2014,2638,2644,2625,2638,0,66.228.000,Neutral,0.0
4-9-2014,2638,2650,2625,2638,0,56.440.800,Neutral,0.0
5-9-2014,2619,2650,2613,2619,0,44.564.800,Neutral,0.0
8-9-2014,2638,2663,2613,2638,0,57.887.200,Neutral,0.0
9-9-2014,2619,2638,2613,2619,0,28.824.000,Neutral,0.0
10-9-2014,2613,2625,2594,2613,0,82.266.000,Neutral,0.0
11-9-2014,2600,2625,2594,2600,0,113.945.600,Negative,-2.023
12-9-2014,2550,2594,2550,2550,0,129.725.600,Neutral,0.0
15-9-2014,2556,2563,2513,2556,0,88.174.800,Neutral,0.0
16-9-2014,2538,2556,2531,2538,0,75.382.800,Neutral,0.0
17-9-2014,2569,2588,2544,2569,0,53.077.600,Neutral,0.0
18-9-2014,2606,2613,2575,2606,0,49.814.000,Neutral,0.0
19-9-2014,2631,2650,2606,2631,0,105.775.600,Neutral,0.0
22-9-2014,2663,2663,2619,2663,0,107.543.200,Neutral,0.0
23-9-2014,2675,2675,2644,2675,0,95.076.400,Neutral,0.0
24-9-2014,2638,2663,2638,2638,0,44.105.200,Neutral,0.0
25-9-2014,2631,2663,2581,2631,0,158.243.200,Neutral,0.0
26-9-2014,2513,2550,2506,2513,0,250.778.800,Neutral,0.0
29-9-2014,2519,2525,2456,2519,0,155.296.800,Neutral,0.0
30-9-2014,2519,2544,2500,2519,0,122.798.400,Neutral,0.0
1-10-2014,2525,2594,2519,2525,0,89.411.200,Neutral,0.0
2-10-2014,2475,2544,2475,2475,0,143.686.400,Neutral,0.0
3-10-2014,2413,2494,2388,2413,0,165.436.800,Neutral,0.0
6-10-2014,2456,2463,2413,2456,0,97.244.800,Neutral,0.0
7-10-2014,2438,2475,2431,2438,0,108.166.000,Positive,6.369
8-10-2014,2375,2425,2363,2375,0,248.045.200,Neutral,0.0
9-10-2014,2388,2419,2388,2388,0,75.312.400,Neutral,0.0
10-10-2014,2388,2388,2338,2388,0,101.417.600,Neutral,0.0
13-10-2014,2350,2369,2331,2350,0,127.360.400,Neutral,0.0
14-10-2014,2363,2381,2325,2363,0,96.061.600,Neutral,0.0
15-10-2014,2413,2425,2375,2413,0,89.523.600,Neutral,0.0
16-10-2014,2413,2425,2375,2413,0,78.677.600,Positive,4.588
17-10-2014,2481,2525,2413,2481,0,197.240.400,Neutral,0.0
20-10-2014,2531,2550,2494,2531,0,152.256.400,Positive,4.588
21-10-2014,2506,2538,2488,2506,0,66.651.200,Neutral,0.0
22-10-2014,2525,2531,2500,2525,0,66.994.800,Neutral,0.0
23-10-2014,2544,2550,2513,2544,0,72.442.400,Negative,-2.732
24-10-2014,2525,2556,2506,2525,0,81.342.400,Neutral,0.0
27-10-2014,2494,2544,2488,2494,0,67.994.000,Negative,-2.023
28-10-2014,2500,2513,2481,2500,0,46.372.400,Neutral,0.0
29-10-2014,2544,2544,2506,2544,0,87.597.600,Neutral,0.0
30-10-2014,2550,2550,2519,2550,0,54.349.200,Neutral,0.0
31-10-2014,2588,2588,2550,2588,0,71.242.800,Neutral,0.0
3-11-2014,2594,2606,2563,2594,0,44.479.600,Neutral,0.0
4-11-2014,2625,2631,2588,2625,0,95.046.800,Neutral,0.0
5-11-2014,2606,2625,2575,2606,0,41.149.600,Neutral,0.0
6-11-2014,2581,2625,2581,2581,0,83.054.800,Neutral,0.0
7-11-2014,2544,2625,2525,2544,0,51.160.800,Neutral,0.0
10-11-2014,2575,2581,2563,2575,0,58.935.600,Neutral,0.0
11-11-2014,2631,2656,2575,2631,0,104.714.400,Neutral,0.0
12-11-2014,2638,2681,2631,2638,0,98.669.600,Neutral,0.0
13-11-2014,2606,2631,2581,2606,0,63.121.200,Neutral,0.0
14-11-2014,2625,2638,2594,2625,0,40.744.800,Neutral,0.0
17-11-2014,2619,2644,2619,2625,-6,71.210.000,Neutral,0.0
18-11-2014,2625,2663,2613,2625,0,86.135.600,Neutral,0.0
19-11-2014,2631,2656,2619,2631,0,84.622.800,Negative,-2.023
20-11-2014,2613,2631,2606,2613,0,41.546.000,Neutral,0.0
21-11-2014,2594,2625,2588,2594,0,54.756.400,Negative,-2.023
24-11-2014,2625,2638,2613,2625,0,66.688.400,Negative,-2.023
25-11-2014,2613,2644,2613,2613,0,90.611.600,Positive,4.939
26-11-2014,2631,2638,2619,2631,0,46.545.200,Neutral,0.0
27-11-2014,2619,2631,2613,2619,0,40.903.600,Neutral,0.0
28-11-2014,2631,2638,2613,2631,0,44.246.000,Neutral,0.0
1-12-2014,2656,2663,2631,2638,18,73.759.200,Neutral,0.0
2-12-2014,2688,2700,2656,2663,25,139.652.400,Neutral,0.0
3-12-2014,2675,2694,2669,2688,-13,50.463.600,Neutral,0.0
4-12-2014,2656,2688,2650,2675,-19,42.235.600,Neutral,0.0
5-12-2014,2663,2694,2663,2681,-18,40.322.400,Positive,4.588
8-12-2014,2638,2694,2619,2688,-50,69.020.800,Negative,-2.023
9-12-2014,2631,2663,2625,2631,0,43.210.000,Neutral,0.0
10-12-2014,2694,2700,2638,2650,44,67.644.800,Neutral,0.0
11-12-2014,2681,2700,2644,2644,37,65.913.200,Neutral,0.0
12-12-2014,2688,2719,2675,2675,13,75.546.800,Neutral,0.0
15-12-2014,2631,2663,2625,2650,-19,90.029.600,Neutral,0.0
16-12-2014,2556,2613,2544,2613,-57,205.105.600,Neutral,0.0
17-12-2014,2650,2663,2531,2550,100,97.264.000,Neutral,0.0
18-12-2014,2663,2694,2650,2688,-25,95.119.600,Neutral,0.0
19-12-2014,2663,2688,2656,2688,-25,93.536.800,Neutral,0.0
22-12-2014,2656,2688,2656,2675,-19,32.630.400,Neutral,0.0
23-12-2014,2650,2681,2650,2675,-25,31.940.800,Neutral,0.0
24-12-2014,2675,2681,2663,2669,6,35.045.200,Neutral,0.0
29-12-2014,2681,2694,2656,2675,6,28.136.000,Neutral,0.0
30-12-2014,2694,2700,2669,2669,25,48.592.000,Neutral,0.0
2-1-2015,2706,2713,2688,2694,12,84.546.800,Neutral,0.0
5-1-2015,2700,2713,2688,2713,-13,33.363.200,Neutral,0.0
6-1-2015,2681,2706,2669,2688,-7,58.600.000,Neutral,0.0
7-1-2015,2713,2713,2681,2688,25,50.244.400,Neutral,0.0
8-1-2015,2738,2744,2719,2725,13,63.649.600,Neutral,0.0
9-1-2015,2781,2806,2738,2750,31,170.824.800,Neutral,0.0
12-1-2015,2706,2781,2706,2756,-50,53.126.800,Neutral,0.0
13-1-2015,2688,2719,2656,2719,-31,80.360.800,Neutral,0.0
14-1-2015,2681,2750,2681,2706,-25,59.552.800,Neutral,0.0
15-1-2015,2725,2738,2688,2725,0,102.689.600,Neutral,0.0
16-1-2015,2675,2719,2675,2688,-13,95.469.200,Neutral,0.0
19-1-2015,2681,2725,2663,2663,18,100.006.000,Negative,-2.023
20-1-2015,2688,2688,2650,2669,19,146.990.400,Negative,-4.404
21-1-2015,2744,2744,2663,2688,56,74.948.000,Neutral,0.0
22-1-2015,2750,2756,2719,2744,6,71.265.600,Neutral,0.0
23-1-2015,2844,2844,2769,2769,75,134.785.600,Neutral,0.0
26-1-2015,2775,2800,2725,2788,-13,150.832.800,Neutral,0.0
27-1-2015,2769,2781,2750,2750,19,69.340.000,Neutral,0.0
28-1-2015,2744,2794,2744,2788,-44,64.691.600,Neutral,0.0
29-1-2015,2744,2756,2731,2738,6,48.526.400,Neutral,0.0
30-1-2015,2750,2813,2750,2781,-31,98.195.200,Neutral,0.0
2-2-2015,2813,2825,2738,2750,63,107.672.400,Neutral,0.0
3-2-2015,2838,2844,2819,2838,0,79.597.600,Neutral,0.0
4-2-2015,2844,2863,2800,2850,-6,135.804.000,Neutral,0.0
5-2-2015,2813,2838,2806,2831,-18,111.271.200,Negative,-0.34
6-2-2015,2838,2869,2825,2838,0,107.253.600,Neutral,0.0
9-2-2015,2925,2956,2850,2850,75,128.836.000,Neutral,0.0
10-2-2015,2906,2925,2888,2900,6,79.794.000,Negative,-2.023
11-2-2015,2938,2981,2925,2956,-18,123.487.600,Neutral,0.0
12-2-2015,2944,2994,2938,2981,-37,98.841.600,Neutral,0.0
13-2-2015,2975,2988,2963,2969,6,84.660.800,Neutral,0.0
16-2-2015,2944,2988,2938,2975,-31,85.716.800,Neutral,0.0
17-2-2015,2925,2963,2913,2944,-19,28.532.800,Neutral,0.0
18-2-2015,2981,3075,2969,3000,-19,167.238.000,Negative,-516
20-2-2015,3019,3050,2994,2994,25,74.989.600,Neutral,0.0
23-2-2015,2969,3013,2956,2975,-6,118.434.000,Positive,2.023
24-2-2015,2969,2988,2944,2950,19,81.622.800,Neutral,0.0
25-2-2015,2975,2981,2963,2975,0,62.958.800,Neutral,0.0
26-2-2015,2969,2975,2950,2950,19,76.328.800,Negative,-3.818
27-2-2015,3000,3019,2950,2975,25,85.468.000,Neutral,0.0
2-3-2015,3000,3006,2975,2975,25,96.851.600,Neutral,0.0
3-3-2015,2975,3025,2975,3025,-50,57.682.400,Positive,296
4-3-2015,2963,2988,2956,2969,-6,47.226.000,Negative,-4.404
5-3-2015,2956,2994,2950,2956,0,67.612.800,Neutral,0.0
6-3-2015,3025,3025,2963,2975,50,77.888.400,Neutral,0.0
9-3-2015,2950,3006,2938,3000,-50,105.046.000,Neutral,0.0
10-3-2015,3006,3019,2938,2956,50,69.672.800,Neutral,0.0
11-3-2015,2969,3006,2963,2975,-6,98.384.400,Neutral,0.0
12-3-2015,2975,3006,2963,2963,12,45.096.400,Neutral,0.0
13-3-2015,2975,3013,2950,2994,-19,68.090.000,Neutral,0.0
16-3-2015,3000,3019,2963,2975,25,54.288.000,Neutral,0.0
17-3-2015,2994,3019,2981,3013,-19,51.684.800,Neutral,0.0
18-3-2015,2988,3000,2963,2963,25,54.372.400,Positive,4.404
19-3-2015,3050,3050,3000,3025,25,74.428.400,Neutral,0.0
20-3-2015,3050,3075,3019,3025,25,83.046.000,Neutral,0.0
23-3-2015,3044,3069,3044,3069,-25,36.825.600,Neutral,0.0
24-3-2015,3019,3056,3013,3038,-19,59.234.400,Neutral,0.0
25-3-2015,3006,3044,3000,3013,-7,59.409.600,Neutral,0.0
26-3-2015,3013,3038,2988,3006,7,49.491.600,Positive,4.404
27-3-2015,2988,3006,2963,2975,13,60.455.600,Positive,3.612
30-3-2015,3025,3075,3000,3013,12,75.822.800,Neutral,0.0
31-3-2015,3119,3119,3063,3081,38,83.456.000,Neutral,0.0
1-4-2015,3069,3138,3025,3119,-50,110.690.000,Neutral,0.0
2-4-2015,3069,3094,3006,3088,-19,56.737.600,Neutral,0.0
6-4-2015,3044,3081,3025,3075,-31,64.304.400,Neutral,0.0
7-4-2015,3044,3050,3019,3050,-6,95.657.600,Neutral,0.0
8-4-2015,3019,3050,2994,3050,-31,113.430.800,Neutral,0.0
9-4-2015,3000,3019,2988,3019,-19,62.660.800,Neutral,0.0
10-4-2015,3000,3013,2994,3006,-6,52.790.800,Neutral,0.0
13-4-2015,3013,3013,2988,3013,0,80.286.400,Neutral,0.0
14-4-2015,2963,3000,2944,2975,-12,104.148.800,Neutral,0.0
15-4-2015,3013,3013,2956,2975,38,47.940.400,Neutral,0.0
16-4-2015,3000,3025,2994,3025,-25,55.566.800,Neutral,0.0
17-4-2015,3000,3019,2981,3019,-19,40.751.200,Neutral,0.0
20-4-2015,3019,3019,2975,3000,19,44.488.800,Neutral,0.0
21-4-2015,3038,3038,3013,3025,13,69.309.200,Neutral,0.0
22-4-2015,3006,3038,3006,3038,-32,44.750.400,Neutral,0.0
23-4-2015,3000,3013,2988,2994,6,64.157.200,Positive,4.404
24-4-2015,2975,3019,2975,3006,-31,53.536.400,Neutral,0.0
27-4-2015,2813,2950,2775,2950,-137,308.830.800,Neutral,0.0
28-4-2015,2725,2744,2663,2725,0,279.868.000,Neutral,0.0
29-4-2015,2638,2738,2588,2725,-87,316.523.200,Neutral,0.0
30-4-2015,2688,2700,2619,2644,44,195.589.600,Neutral,0.0
4-5-2015,2794,2825,2675,2694,100,189.657.600,Neutral,0.0
5-5-2015,2806,2844,2781,2800,6,153.516.400,Neutral,0.0
6-5-2015,2850,2850,2756,2756,94,128.029.200,Neutral,0.0
7-5-2015,2794,2838,2763,2781,13,111.124.000,Neutral,0.0
8-5-2015,2794,2838,2781,2831,-37,51.254.800,Negative,-4.404
11-5-2015,2781,2825,2781,2794,-13,34.354.800,Neutral,0.0
12-5-2015,2819,2838,2781,2794,25,96.191.200,Neutral,0.0
13-5-2015,2813,2825,2788,2788,25,138.148.400,Positive,4.404
15-5-2015,2738,2806,2731,2800,-62,102.507.600,Neutral,0.0
18-5-2015,2775,2788,2738,2738,37,106.922.000,Neutral,0.0
19-5-2015,2800,2806,2763,2775,25,66.192.000,Positive,5.267
20-5-2015,2819,2838,2794,2825,-6,74.743.200,Negative,-2.023
21-5-2015,2906,2913,2813,2838,68,120.901.600,Positive,4.404
22-5-2015,2856,2931,2838,2925,-69,83.152.000,Neutral,0.0
25-5-2015,2788,2825,2781,2813,-25,100.023.600,Neutral,0.0
26-5-2015,2781,2825,2781,2788,-7,88.446.000,Negative,-4.404
27-5-2015,2750,2800,2750,2750,0,98.622.000,Neutral,0.0
28-5-2015,2700,2775,2688,2756,-56,160.551.600,Neutral,0.0
29-5-2015,2694,2706,2681,2688,6,158.411.600,Neutral,0.0
1-6-2015,2675,2706,2650,2700,-25,116.245.200,Neutral,0.0
3-6-2015,2638,2675,2613,2656,-18,145.928.400,Positive,2.023
4-6-2015,2631,2650,2600,2631,0,100.190.400,Neutral,0.0
5-6-2015,2669,2669,2613,2631,38,67.930.800,Neutral,0.0
8-6-2015,2575,2656,2563,2644,-69,97.918.000,Neutral,0.0
9-6-2015,2488,2525,2425,2525,-37,196.405.200,Neutral,0.0
10-6-2015,2469,2519,2431,2488,-19,110.615.600,Negative,-2.023
11-6-2015,2419,2500,2406,2488,-69,106.057.200,Negative,-4.404
12-6-2015,2475,2494,2419,2425,50,108.184.000,Neutral,0.0
15-6-2015,2356,2463,2356,2450,-94,92.020.000,Neutral,0.0
16-6-2015,2388,2419,2338,2375,13,93.402.800,Neutral,0.0
17-6-2015,2456,2488,2413,2413,43,170.708.800,Neutral,0.0
18-6-2015,2419,2494,2413,2475,-56,116.189.200,Neutral,0.0
19-6-2015,2500,2513,2463,2475,25,139.460.400,Negative,-4.404
22-6-2015,2494,2525,2481,2519,-25,51.412.000,Neutral,0.0
23-6-2015,2513,2519,2469,2500,13,115.338.000,Neutral,0.0
24-6-2015,2475,2563,2456,2525,-50,136.800.000,Neutral,0.0
25-6-2015,2500,2544,2469,2488,12,127.306.400,Neutral,0.0
26-6-2015,2525,2538,2481,2519,6,42.988.000,Neutral,0.0
29-6-2015,2506,2513,2475,2488,18,51.673.600,Neutral,0.0
30-6-2015,2513,2544,2488,2531,-18,66.377.600,Neutral,0.0
1-7-2015,2500,2531,2494,2531,-31,68.338.800,Positive,4.939
2-7-2015,2519,2538,2475,2475,44,88.189.600,Neutral,0.0
3-7-2015,2544,2550,2500,2531,13,44.312.000,Negative,-6.908
6-7-2015,2481,2525,2475,2506,-25,40.962.400,Negative,-2.023
7-7-2015,2538,2538,2500,2513,25,76.844.800,Positive,4.404
8-7-2015,2488,2513,2475,2500,-12,68.092.000,Neutral,0.0
9-7-2015,2475,2500,2456,2475,0,67.824.800,Neutral,0.0
10-7-2015,2500,2513,2488,2494,6,93.061.200,Neutral,0.0
13-7-2015,2513,2519,2494,2500,13,121.620.800,Neutral,0.0
14-7-2015,2531,2550,2519,2525,6,93.382.000,Neutral,0.0
15-7-2015,2500,2544,2488,2544,-44,58.466.000,Neutral,0.0
22-7-2015,2600,2600,2531,2550,50,146.678.400,Neutral,0.0
23-7-2015,2525,2594,2525,2575,-50,80.344.400,Positive,6.369
24-7-2015,2500,2525,2488,2513,-13,101.181.200,Neutral,0.0
27-7-2015,2388,2513,2381,2494,-106,139.128.000,Neutral,0.0
28-7-2015,2344,2356,2319,2344,0,107.764.400,Neutral,0.0
29-7-2015,2375,2388,2344,2363,12,111.259.600,Neutral,0.0
30-7-2015,2381,2413,2363,2400,-19,115.432.800,Neutral,0.0
