Date,close,high,low,open,margin,Volume,sentiment,compound_score
04/07/2014,2419,2438,2413,2419,0,70.222.800,Positive,"0,5343"
07/07/2014,2481,2481,2431,2481,0,255.845.600,Positive,"0,683"
08/07/2014,2538,2556,2494,2538,0,408.720.400,Positive,"0,8025"
09/07/2014,2538,2538,2538,2538,0,0,Positive,"0,6146"
10/07/2014,2619,2750,2594,2619,0,801.523.200,Positive,"0,7687"
11/07/2014,2625,2625,2569,2625,0,186.758.800,Positive,"0,4669"
14/07/2014,2625,2631,2588,2625,0,118.788.000,Positive,"0,2731"
15/07/2014,2638,2644,2619,2638,0,137.040.000,Positive,"0,0164"
16/07/2014,2650,2675,2638,2650,0,109.010.800,Positive,"0,5102"
17/07/2014,2656,2669,2631,2656,0,107.004.800,Positive,"0,4232"
18/07/2014,2656,2675,2625,2656,0,95.748.000,Positive,"0,1161"
21/07/2014,2663,2688,2650,2663,0,127.907.200,Positive,"0,036"
22/07/2014,2619,2681,2600,2619,0,232.130.800,Positive,"0,9395"
23/07/2014,2625,2663,2613,2625,0,56.408.400,Positive,"0,2918"
24/07/2014,2613,2631,2594,2613,0,111.699.200,Positive,"0,1239"
25/07/2014,2563,2588,2538,2563,0,155.539.600,Positive,"0,0588"
04/08/2014,2569,2569,2506,2569,0,154.489.200,Positive,"0,3137"
05/08/2014,2600,2600,2544,2600,0,73.754.000,Positive,"0,2946"
06/08/2014,2569,2588,2556,2569,0,88.148.800,Positive,"0,7578"
07/08/2014,2550,2563,2513,2550,0,94.302.400,Positive,"0,4019"
08/08/2014,2550,2556,2538,2550,0,59.980.800,Positive,"0,2797"
11/08/2014,2619,2625,2569,2619,0,67.873.600,Positive,"0,3451"
12/08/2014,2625,2638,2606,2625,0,129.655.600,Positive,"0,9815"
13/08/2014,2625,2625,2588,2625,0,52.008.000,Positive,"0,2617"
14/08/2014,2619,2631,2613,2619,0,73.004.400,Positive,"0,8871"
15/08/2014,2613,2625,2606,2613,0,23.361.600,Positive,"0,6789"
18/08/2014,2619,2631,2606,2619,0,98.694.400,Positive,"0,755"
19/08/2014,2631,2638,2619,2631,0,94.816.400,Positive,"0,3708"
20/08/2014,2638,2644,2631,2638,0,82.936.400,Positive,"0,0261"
21/08/2014,2638,2656,2625,2638,0,105.621.600,Positive,"0,6248"
22/08/2014,2631,2663,2619,2631,0,85.906.400,Positive,"0,3406"
25/08/2014,2644,2650,2613,2644,0,54.252.400,Positive,"0,0914"
26/08/2014,2619,2650,2613,2619,0,54.252.000,Positive,"0,5663"
27/08/2014,2638,2644,2625,2638,0,62.226.400,Positive,"0,2597"
28/08/2014,2631,2644,2613,2631,0,35.008.400,Positive,"0,6387"
29/08/2014,2594,2638,2594,2594,0,73.210.800,Positive,"0,8399"
01/09/2014,2625,2625,2594,2625,0,24.629.200,Positive,"0,297"
02/09/2014,2625,2638,2625,2625,0,54.608.000,Positive,"0,2483"
03/09/2014,2638,2644,2625,2638,0,66.228.000,Positive,"0,6112"
04/09/2014,2638,2650,2625,2638,0,56.440.800,Positive,"0,9298"
05/09/2014,2619,2650,2613,2619,0,44.564.800,Positive,"0,8858"
08/09/2014,2638,2663,2613,2638,0,57.887.200,Positive,"0,2533"
09/09/2014,2619,2638,2613,2619,0,28.824.000,Positive,"0,4832"
10/09/2014,2613,2625,2594,2613,0,82.266.000,Positive,"0,1516"
11/09/2014,2600,2625,2594,2600,0,113.945.600,Positive,"0,458"
12/09/2014,2550,2594,2550,2550,0,129.725.600,Positive,"0,9223"
15/09/2014,2556,2563,2513,2556,0,88.174.800,Positive,"0,8132"
16/09/2014,2538,2556,2531,2538,0,75.382.800,Positive,"0,6653"
17/09/2014,2569,2588,2544,2569,0,53.077.600,Positive,"0,0767"
18/09/2014,2606,2613,2575,2606,0,49.814.000,Positive,"0,6042"
19/09/2014,2631,2650,2606,2631,0,105.775.600,Positive,"0,7175"
22/09/2014,2663,2663,2619,2663,0,107.543.200,Positive,"0,0697"
23/09/2014,2675,2675,2644,2675,0,95.076.400,Positive,"0,3549"
24/09/2014,2638,2663,2638,2638,0,44.105.200,Positive,"0,6312"
25/09/2014,2631,2663,2581,2631,0,158.243.200,Positive,"0,4985"
26/09/2014,2513,2550,2506,2513,0,250.778.800,Positive,"0,8379"
29/09/2014,2519,2525,2456,2519,0,155.296.800,Positive,"0,6679"
30/09/2014,2519,2544,2500,2519,0,122.798.400,Positive,"0,213"
01/10/2014,2525,2594,2519,2525,0,89.411.200,Positive,"0,6822"
02/10/2014,2475,2544,2475,2475,0,143.686.400,Positive,"0,6565"
03/10/2014,2413,2494,2388,2413,0,165.436.800,Positive,"0,949"
06/10/2014,2456,2463,2413,2456,0,97.244.800,Positive,"0,7331"
07/10/2014,2438,2475,2431,2438,0,108.166.000,Positive,"0,9983"
08/10/2014,2375,2425,2363,2375,0,248.045.200,Positive,"0,5926"
09/10/2014,2388,2419,2388,2388,0,75.312.400,Positive,"0,8519"
10/10/2014,2388,2388,2338,2388,0,101.417.600,Positive,"0,5119"
13/10/2014,2350,2369,2331,2350,0,127.360.400,Positive,"0,1539"
14/10/2014,2363,2381,2325,2363,0,96.061.600,Positive,"0,4282"
15/10/2014,2413,2425,2375,2413,0,89.523.600,Positive,"0,1399"
16/10/2014,2413,2425,2375,2413,0,78.677.600,Positive,"0,9066"
17/10/2014,2481,2525,2413,2481,0,197.240.400,Positive,"0,3428"
20/10/2014,2531,2550,2494,2531,0,152.256.400,Positive,"0,9443"
21/10/2014,2506,2538,2488,2506,0,66.651.200,Positive,"0,5237"
22/10/2014,2525,2531,2500,2525,0,66.994.800,Positive,"0,9553"
23/10/2014,2544,2550,2513,2544,0,72.442.400,Positive,"0,3106"
24/10/2014,2525,2556,2506,2525,0,81.342.400,Positive,"0,4188"
27/10/2014,2494,2544,2488,2494,0,67.994.000,Positive,"0,8112"
28/10/2014,2500,2513,2481,2500,0,46.372.400,Positive,"0,6394"
29/10/2014,2544,2544,2506,2544,0,87.597.600,Positive,"0,4526"
30/10/2014,2550,2550,2519,2550,0,54.349.200,Positive,"0,1093"
31/10/2014,2588,2588,2550,2588,0,71.242.800,Positive,"0,1542"
03/11/2014,2594,2606,2563,2594,0,44.479.600,Positive,"0,2411"
04/11/2014,2625,2631,2588,2625,0,95.046.800,Positive,"0,8597"
05/11/2014,2606,2625,2575,2606,0,41.149.600,Positive,"0,0298"
06/11/2014,2581,2625,2581,2581,0,83.054.800,Positive,"0,3838"
07/11/2014,2544,2625,2525,2544,0,51.160.800,Positive,"0,199"
10/11/2014,2575,2581,2563,2575,0,58.935.600,Positive,"0,4472"
11/11/2014,2631,2656,2575,2631,0,104.714.400,Positive,"0,9065"
12/11/2014,2638,2681,2631,2638,0,98.669.600,Positive,"0,9076"
13/11/2014,2606,2631,2581,2606,0,63.121.200,Positive,"0,33"
14/11/2014,2625,2638,2594,2625,0,40.744.800,Positive,"0,3025"
17/11/2014,2619,2644,2619,2625,-6,71.210.000,Negative,"-0,1817"
18/11/2014,2625,2663,2613,2625,0,86.135.600,Positive,"0,4128"
19/11/2014,2631,2656,2619,2631,0,84.622.800,Positive,"0,2787"
20/11/2014,2613,2631,2606,2613,0,41.546.000,Positive,"0,1702"
21/11/2014,2594,2625,2588,2594,0,54.756.400,Positive,"0,4825"
24/11/2014,2625,2638,2613,2625,0,66.688.400,Positive,"0,6633"
25/11/2014,2613,2644,2613,2613,0,90.611.600,Positive,"0,5775"
26/11/2014,2631,2638,2619,2631,0,46.545.200,Positive,"0,5563"
27/11/2014,2619,2631,2613,2619,0,40.903.600,Positive,"0,4451"
28/11/2014,2631,2638,2613,2631,0,44.246.000,Positive,"0,0115"
01/12/2014,2656,2663,2631,2638,18,73.759.200,Positive,"0,7588"
02/12/2014,2688,2700,2656,2663,25,139.652.400,Positive,"0,2774"
03/12/2014,2675,2694,2669,2688,-13,50.463.600,Negative,"-0,1545"
04/12/2014,2656,2688,2650,2675,-19,42.235.600,Negative,"-0,1592"
05/12/2014,2663,2694,2663,2681,-18,40.322.400,Negative,"-0,2811"
08/12/2014,2638,2694,2619,2688,-50,69.020.800,Negative,"-0,3367"
09/12/2014,2631,2663,2625,2631,0,43.210.000,Positive,"0,8832"
10/12/2014,2694,2700,2638,2650,44,67.644.800,Positive,"0,1399"
11/12/2014,2681,2700,2644,2644,37,65.913.200,Positive,"0,2753"
12/12/2014,2688,2719,2675,2675,13,75.546.800,Positive,"0,4864"
15/12/2014,2631,2663,2625,2650,-19,90.029.600,Negative,"-0,4633"
16/12/2014,2556,2613,2544,2613,-57,205.105.600,Negative,"-0,3933"
17/12/2014,2650,2663,2531,2550,100,97.264.000,Positive,"0,3205"
18/12/2014,2663,2694,2650,2688,-25,95.119.600,Negative,"-0,2909"
19/12/2014,2663,2688,2656,2688,-25,93.536.800,Negative,"-0,1086"
22/12/2014,2656,2688,2656,2675,-19,32.630.400,Negative,"-0,4835"
23/12/2014,2650,2681,2650,2675,-25,31.940.800,Negative,"-0,2853"
24/12/2014,2675,2681,2663,2669,6,35.045.200,Positive,"0,8352"
29/12/2014,2681,2694,2656,2675,6,28.136.000,Positive,"0,9413"
30/12/2014,2694,2700,2669,2669,25,48.592.000,Positive,"0,2594"
02/01/2015,2706,2713,2688,2694,12,84.546.800,Positive,"0,369"
05/01/2015,2700,2713,2688,2713,-13,33.363.200,Negative,"-0,1099"
06/01/2015,2681,2706,2669,2688,-7,58.600.000,Negative,"-0,3883"
07/01/2015,2713,2713,2681,2688,25,50.244.400,Positive,"0,3621"
08/01/2015,2738,2744,2719,2725,13,63.649.600,Positive,"0,5819"
09/01/2015,2781,2806,2738,2750,31,170.824.800,Positive,"0,047"
12/01/2015,2706,2781,2706,2756,-50,53.126.800,Negative,"-0,3074"
13/01/2015,2688,2719,2656,2719,-31,80.360.800,Negative,"-0,1079"
14/01/2015,2681,2750,2681,2706,-25,59.552.800,Negative,"-0,3773"
15/01/2015,2725,2738,2688,2725,0,102.689.600,Positive,"0,5352"
16/01/2015,2675,2719,2675,2688,-13,95.469.200,Negative,"-0,4832"
19/01/2015,2681,2725,2663,2663,18,100.006.000,Positive,"0,741"
20/01/2015,2688,2688,2650,2669,19,146.990.400,Positive,"0,4181"
21/01/2015,2744,2744,2663,2688,56,74.948.000,Positive,"0,3494"
22/01/2015,2750,2756,2719,2744,6,71.265.600,Positive,"0,9769"
23/01/2015,2844,2844,2769,2769,75,134.785.600,Positive,"0,575"
26/01/2015,2775,2800,2725,2788,-13,150.832.800,Negative,"-0,4649"
27/01/2015,2769,2781,2750,2750,19,69.340.000,Positive,"0,1711"
28/01/2015,2744,2794,2744,2788,-44,64.691.600,Negative,"-0,4217"
29/01/2015,2744,2756,2731,2738,6,48.526.400,Positive,"0,9018"
30/01/2015,2750,2813,2750,2781,-31,98.195.200,Negative,"-0,2071"
02/02/2015,2813,2825,2738,2750,63,107.672.400,Positive,"0,3454"
03/02/2015,2838,2844,2819,2838,0,79.597.600,Positive,"0,8879"
04/02/2015,2844,2863,2800,2850,-6,135.804.000,Negative,"-0,3018"
05/02/2015,2813,2838,2806,2831,-18,111.271.200,Negative,"-0,3132"
06/02/2015,2838,2869,2825,2838,0,107.253.600,Positive,"0,4988"
09/02/2015,2925,2956,2850,2850,75,128.836.000,Positive,"0,1281"
10/02/2015,2906,2925,2888,2900,6,79.794.000,Positive,"0,5358"
11/02/2015,2938,2981,2925,2956,-18,123.487.600,Negative,"-0,2531"
12/02/2015,2944,2994,2938,2981,-37,98.841.600,Negative,"-0,1866"
13/02/2015,2975,2988,2963,2969,6,84.660.800,Positive,"0,9714"
16/02/2015,2944,2988,2938,2975,-31,85.716.800,Negative,"-0,3654"
17/02/2015,2925,2963,2913,2944,-19,28.532.800,Negative,"-0,1846"
18/02/2015,2981,3075,2969,3000,-19,167.238.000,Negative,"-0,4406"
20/02/2015,3019,3050,2994,2994,25,74.989.600,Positive,"0,4153"
23/02/2015,2969,3013,2956,2975,-6,118.434.000,Negative,"-0,2969"
24/02/2015,2969,2988,2944,2950,19,81.622.800,Positive,"0,5025"
25/02/2015,2975,2981,2963,2975,0,62.958.800,Positive,"0,3252"
26/02/2015,2969,2975,2950,2950,19,76.328.800,Positive,"0,7367"
27/02/2015,3000,3019,2950,2975,25,85.468.000,Positive,"0,8582"
02/03/2015,3000,3006,2975,2975,25,96.851.600,Positive,"0,4197"
03/03/2015,2975,3025,2975,3025,-50,57.682.400,Negative,"-0,3921"
04/03/2015,2963,2988,2956,2969,-6,47.226.000,Negative,"-0,1483"
05/03/2015,2956,2994,2950,2956,0,67.612.800,Positive,"0,172"
06/03/2015,3025,3025,2963,2975,50,77.888.400,Positive,"0,7326"
09/03/2015,2950,3006,2938,3000,-50,105.046.000,Negative,"-0,2368"
10/03/2015,3006,3019,2938,2956,50,69.672.800,Positive,"0,7605"
11/03/2015,2969,3006,2963,2975,-6,98.384.400,Negative,"-0,4584"
12/03/2015,2975,3006,2963,2963,12,45.096.400,Positive,"0,3966"
13/03/2015,2975,3013,2950,2994,-19,68.090.000,Negative,"-0,24"
16/03/2015,3000,3019,2963,2975,25,54.288.000,Positive,"0,5988"
17/03/2015,2994,3019,2981,3013,-19,51.684.800,Negative,"-0,167"
18/03/2015,2988,3000,2963,2963,25,54.372.400,Positive,"0,484"
19/03/2015,3050,3050,3000,3025,25,74.428.400,Positive,"0,5492"
20/03/2015,3050,3075,3019,3025,25,83.046.000,Positive,"0,6146"
23/03/2015,3044,3069,3044,3069,-25,36.825.600,Negative,"-0,1901"
24/03/2015,3019,3056,3013,3038,-19,59.234.400,Negative,"-0,4609"
25/03/2015,3006,3044,3000,3013,-7,59.409.600,Negative,"-0,4325"
26/03/2015,3013,3038,2988,3006,7,49.491.600,Positive,"0,7552"
27/03/2015,2988,3006,2963,2975,13,60.455.600,Positive,"0,6333"
30/03/2015,3025,3075,3000,3013,12,75.822.800,Positive,"0,9613"
31/03/2015,3119,3119,3063,3081,38,83.456.000,Positive,"0,6916"
01/04/2015,3069,3138,3025,3119,-50,110.690.000,Negative,"-0,3359"
02/04/2015,3069,3094,3006,3088,-19,56.737.600,Negative,"-0,3927"
06/04/2015,3044,3081,3025,3075,-31,64.304.400,Negative,"-0,4955"
07/04/2015,3044,3050,3019,3050,-6,95.657.600,Negative,"-0,2775"
08/04/2015,3019,3050,2994,3050,-31,113.430.800,Negative,"-0,3245"
09/04/2015,3000,3019,2988,3019,-19,62.660.800,Negative,"-0,3347"
10/04/2015,3000,3013,2994,3006,-6,52.790.800,Negative,"-0,4738"
13/04/2015,3013,3013,2988,3013,0,80.286.400,Positive,"0,4354"
14/04/2015,2963,3000,2944,2975,-12,104.148.800,Negative,"-0,4147"
15/04/2015,3013,3013,2956,2975,38,47.940.400,Positive,"0,0467"
16/04/2015,3000,3025,2994,3025,-25,55.566.800,Negative,"-0,1348"
17/04/2015,3000,3019,2981,3019,-19,40.751.200,Negative,"-0,225"
20/04/2015,3019,3019,2975,3000,19,44.488.800,Positive,"0,7987"
21/04/2015,3038,3038,3013,3025,13,69.309.200,Positive,"0,3117"
22/04/2015,3006,3038,3006,3038,-32,44.750.400,Negative,"-0,1103"
23/04/2015,3000,3013,2988,2994,6,64.157.200,Positive,"0,7569"
24/04/2015,2975,3019,2975,3006,-31,53.536.400,Negative,"-0,1663"
27/04/2015,2813,2950,2775,2950,-137,308.830.800,Negative,"-0,4048"
28/04/2015,2725,2744,2663,2725,0,279.868.000,Positive,"0,023"
29/04/2015,2638,2738,2588,2725,-87,316.523.200,Negative,"-0,1505"
30/04/2015,2688,2700,2619,2644,44,195.589.600,Positive,"0,1611"
04/05/2015,2794,2825,2675,2694,100,189.657.600,Positive,"0,1578"
05/05/2015,2806,2844,2781,2800,6,153.516.400,Positive,"0,326"
06/05/2015,2850,2850,2756,2756,94,128.029.200,Positive,"0,0588"
07/05/2015,2794,2838,2763,2781,13,111.124.000,Positive,"0,7462"
08/05/2015,2794,2838,2781,2831,-37,51.254.800,Negative,"-0,2457"
11/05/2015,2781,2825,2781,2794,-13,34.354.800,Negative,"-0,1186"
12/05/2015,2819,2838,2781,2794,25,96.191.200,Positive,"0,8844"
13/05/2015,2813,2825,2788,2788,25,138.148.400,Positive,"0,998"
15/05/2015,2738,2806,2731,2800,-62,102.507.600,Negative,"-0,1272"
18/05/2015,2775,2788,2738,2738,37,106.922.000,Positive,"0,9511"
19/05/2015,2800,2806,2763,2775,25,66.192.000,Positive,"0,653"
20/05/2015,2819,2838,2794,2825,-6,74.743.200,Negative,"-0,446"
21/05/2015,2906,2913,2813,2838,68,120.901.600,Positive,"0,5057"
22/05/2015,2856,2931,2838,2925,-69,83.152.000,Negative,"-0,2927"
25/05/2015,2788,2825,2781,2813,-25,100.023.600,Negative,"-0,2342"
26/05/2015,2781,2825,2781,2788,-7,88.446.000,Negative,"-0,1506"
27/05/2015,2750,2800,2750,2750,0,98.622.000,Positive,"0,8324"
28/05/2015,2700,2775,2688,2756,-56,160.551.600,Negative,"-0,3651"
29/05/2015,2694,2706,2681,2688,6,158.411.600,Positive,"0,0199"
01/06/2015,2675,2706,2650,2700,-25,116.245.200,Negative,"-0,3653"
03/06/2015,2638,2675,2613,2656,-18,145.928.400,Negative,"-0,1572"
04/06/2015,2631,2650,2600,2631,0,100.190.400,Positive,"0,7175"
05/06/2015,2669,2669,2613,2631,38,67.930.800,Positive,"0,9737"
08/06/2015,2575,2656,2563,2644,-69,97.918.000,Negative,"-0,2011"
09/06/2015,2488,2525,2425,2525,-37,196.405.200,Negative,"-0,2077"
10/06/2015,2469,2519,2431,2488,-19,110.615.600,Negative,"-0,3895"
11/06/2015,2419,2500,2406,2488,-69,106.057.200,Negative,"-0,422"
12/06/2015,2475,2494,2419,2425,50,108.184.000,Positive,"0,1651"
15/06/2015,2356,2463,2356,2450,-94,92.020.000,Negative,"-0,4626"
16/06/2015,2388,2419,2338,2375,13,93.402.800,Positive,"0,4664"
17/06/2015,2456,2488,2413,2413,43,170.708.800,Positive,"0,4189"
18/06/2015,2419,2494,2413,2475,-56,116.189.200,Negative,"-0,3947"
19/06/2015,2500,2513,2463,2475,25,139.460.400,Positive,"0,0557"
22/06/2015,2494,2525,2481,2519,-25,51.412.000,Negative,"-0,3492"
23/06/2015,2513,2519,2469,2500,13,115.338.000,Positive,"0,8793"
